protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
10920_NAA10_HUMAN,N-alpha-acetyltransferase 10 OS=Homo sapiens GN=NAA10 PE=1 SV=1,7.4516,0.3716,1.8920,1.7819,3.2217,3.9565,6
3122_CJ068_HUMAN,Uncharacterized protein C10orf68 OS=Homo sapiens GN=C10orf68 PE=2 SV=2,4.0868,0.3470,3.3615,2.1000,23.6742,3.4294,6
7955_IF2P_HUMAN,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4,33.5199,5.3228,8.4863,11.5757,19.0890,18.1016,6
10152_MDHM_HUMAN,Malate dehydrogenase_ mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3,47.4998,3.2340,15.6812,11.1776,15.0711,17.6071,6
7687_HS105_HUMAN,Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1,60.7460,14.9167,20.4933,14.5904,33.0635,46.5698,6
662_AL9A1_HUMAN,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,5.8645,1.1328,0.9903,2.8808,1.9465,4.5230,6
14318_RENT1_HUMAN,Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2,25.4379,7.7109,5.5024,6.2373,10.1868,13.5732,6
14570_RL13A_HUMAN,60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2,15.1153,7.2725,5.0108,4.5772,8.7381,13.6767,6
901_AP1M1_HUMAN,AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1 PE=1 SV=3,14.7198,0.5088,0.9094,1.0209,1.3148,1.8590,6
9905_MAAT1_HUMAN,Protein MAATS1 OS=Homo sapiens GN=MAATS1 PE=1 SV=2,0.4676,0.1109,2.1654,1.4257,1.4282,8.3409,6
3302_CLIC1_HUMAN,Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4,42.6267,2.3411,11.8551,6.6276,4.9700,17.4592,6
359_ACOC_HUMAN,Cytoplasmic aconitate hydratase OS=Homo sapiens GN=ACO1 PE=1 SV=3,37.0206,2.5155,9.8956,17.4332,27.5049,27.3103,6
7951_IF2B_HUMAN,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2,5.7727,2.1563,1.0812,3.3273,6.2064,6.3998,6
4436_DDX1_HUMAN,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,47.7227,11.3477,10.6769,4.4474,17.6589,15.2639,6
2099_CAN1_HUMAN,Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,34.1188,3.3597,10.3649,6.6312,8.6438,19.9890,6
13574_PRDX1_HUMAN,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1,63.5427,1.9588,18.8387,15.6882,24.4453,35.2604,6
3300_CLH2_HUMAN,Clathrin heavy chain 2 OS=Homo sapiens GN=CLTCL1 PE=1 SV=2,7.3371,2.7726,10.3558,1.7879,0.4193,23.5973,6
14939_RS24_HUMAN,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1,5.3740,3.7191,1.7054,1.4054,1.9596,2.8332,6
14576_RL18_HUMAN,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2,12.0240,0.8437,6.0086,4.0697,4.1885,7.0998,6
13804_PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1,30.3413,20.3285,9.8797,12.1421,13.0336,21.7089,6
12789_PDIP2_HUMAN,Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1,5.5062,0.9146,1.7163,0.6084,1.4530,4.4000,6
17214_TCPQ_HUMAN,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4,75.7405,42.4474,19.8701,20.6968,35.1086,39.7326,6
15009_RT27_HUMAN,28S ribosomal protein S27_ mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3,7.9477,0.5153,4.2196,1.5919,2.7066,14.1722,6
916_AP3B1_HUMAN,AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3,16.9861,9.3305,9.3138,3.9526,3.6219,11.7590,6
14051_RAB8B_HUMAN,Ras-related protein Rab-8B OS=Homo sapiens GN=RAB8B PE=1 SV=2,0.5253,0.0251,0.5387,1.4214,0.0742,0.5564,6
4555_DHB4_HUMAN,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,23.9898,1.8969,5.5450,5.2244,6.3349,9.8570,6
1684_BLVRB_HUMAN,Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3,7.7064,3.3701,1.9058,1.3795,1.7947,3.1811,6
12543_PAPOG_HUMAN,Poly(A) polymerase gamma OS=Homo sapiens GN=PAPOLG PE=1 SV=2,15.5456,0.6871,0.6127,1.1229,3.3660,3.2885,6
7618_HNRH1_HUMAN,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4,47.1473,1.5305,14.6339,15.8422,17.5811,33.8779,6
8425_JAM1_HUMAN,Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=1 SV=1,7.1359,0.2772,1.0166,1.4685,1.7821,2.8769,6
14567_RL10_HUMAN,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4,17.6554,10.7196,3.6754,4.6935,5.5894,9.3023,6
12468_PABP3_HUMAN,Polyadenylate-binding protein 3 OS=Homo sapiens GN=PABPC3 PE=1 SV=2,0.7698,0.0519,0.1523,0.7572,0.1872,1.1026,6
13771_PSIP1_HUMAN,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1,13.0357,0.1877,5.6162,4.5750,8.7931,7.8489,6
13734_PSA7_HUMAN,Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1,16.6258,2.9987,4.1780,4.2985,5.7671,6.7611,6
15103_S10AD_HUMAN,Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1,1.2703,3.4606,0.5301,0.1217,0.7749,0.5842,6
13757_PSDE_HUMAN,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1,3.9693,5.4115,2.4913,2.7687,2.6730,4.5491,6
8521_K1C18_HUMAN,Keratin_ type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2,81.1828,44.8721,29.9191,22.6726,55.8007,59.0199,6
5115_EFHD2_HUMAN,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,3.0858,0.2371,1.3038,1.0359,1.8590,0.8193,6
2083_CALR_HUMAN,Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1,51.9062,4.0666,14.9224,14.2985,15.4581,34.5479,6
16798_SYFB_HUMAN,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3,19.5212,5.1066,7.9447,3.3534,12.9494,13.5381,6
12801_PDLI7_HUMAN,PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1,8.9033,2.5996,1.1767,1.6933,1.4666,4.0136,6
1_ENO1_YEAST,Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENO1 PE=1 SV=3,14.0620,14.0620,14.0620,14.0620,14.0620,14.0620,6
146_6PGD_HUMAN,6-phosphogluconate dehydrogenase_ decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3,31.5335,6.0260,9.6850,5.9281,11.2209,16.3199,6
17799_TMOD3_HUMAN,Tropomodulin-3 OS=Homo sapiens GN=TMOD3 PE=1 SV=1,10.5454,0.3177,5.7210,0.5464,1.3419,3.2571,6
15652_SERPH_HUMAN,Serpin H1 OS=Homo sapiens GN=SERPINH1 PE=1 SV=2,45.0039,30.0698,4.9414,3.5799,9.6571,13.2092,6
18668_ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens GN=NAE1 PE=1 SV=1,7.3809,0.4130,1.6862,1.0531,7.1272,4.4119,6
2386_CCD25_HUMAN,Coiled-coil domain-containing protein 25 OS=Homo sapiens GN=CCDC25 PE=1 SV=2,1.4596,0.4022,0.7784,0.2624,0.5728,1.4663,6
10692_MTA2_HUMAN,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,10.4929,3.3487,2.7611,2.3277,16.8356,5.1545,6
4982_DYHC2_HUMAN,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1 PE=1 SV=4,107.5501,3.9067,46.1526,22.5877,128.3289,52.2974,6
13812_PTCD3_HUMAN,Pentatricopeptide repeat domain-containing protein 3_ mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3,5.8978,4.9029,5.5245,2.5474,3.4470,4.4204,6
7569_HMGB2_HUMAN,High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2,14.1450,2.4453,6.7336,4.1936,1.1827,1.3309,6
14076_RADI_HUMAN,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,7.2545,5.0469,2.5658,4.5591,7.6087,10.4667,6
8565_KAD2_HUMAN,Adenylate kinase 2_ mitochondrial OS=Homo sapiens GN=AK2 PE=1 SV=2,12.9700,3.8008,3.2274,2.3271,3.7239,5.9560,6
16277_SPB6_HUMAN,Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3,23.5498,0.3913,3.2147,1.8851,2.8078,3.7423,6
7340_H90B2_HUMAN,Putative heat shock protein H90-beta 2 OS=Homo sapiens GN=HSP90AB2P PE=1 SV=2,1.3319,1.1278,2.4368,0.1658,1.2230,3.1046,6
1523_BAIP2_HUMAN,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1,8.7838,0.7438,2.7864,2.0462,3.4847,3.7222,6
10878_MYOF_HUMAN,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1,47.9475,15.8437,13.2007,14.5331,19.2253,93.2683,6
9854_M2OM_HUMAN,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3,4.3674,4.4297,0.7668,0.4708,0.8025,1.2664,6
7347_HACD3_HUMAN,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens GN=PTPLAD1 PE=1 SV=2,16.4120,0.3028,6.7969,1.2869,2.1770,2.3871,6
8564_KAD1_HUMAN,Adenylate kinase isoenzyme 1 OS=Homo sapiens GN=AK1 PE=1 SV=3,3.2350,3.1755,1.1260,0.9045,1.7235,2.3940,6
5943_FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,299.0388,311.0821,105.3150,71.3734,124.4341,183.9536,6
13773_PSMD2_HUMAN,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3,47.3230,36.3589,14.1786,16.1033,22.9881,33.3469,6
1843_BYST_HUMAN,Bystin OS=Homo sapiens GN=BYSL PE=1 SV=3,5.9944,0.5117,1.1206,2.6974,1.6275,3.8496,6
14579_RL21_HUMAN,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,18.4555,2.0207,9.1702,5.5621,5.5082,13.6094,6
14504_RHOG_HUMAN,Rho-related GTP-binding protein RhoG OS=Homo sapiens GN=RHOG PE=1 SV=1,0.6639,0.1604,0.2761,0.4226,0.5903,0.5389,6
5088_EF1D_HUMAN,Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5,30.9515,3.3140,11.3810,6.3521,14.4382,16.3548,6
398_ACTB_HUMAN,Actin_ cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1,176.4790,52.1445,34.5209,39.5749,48.1667,113.8542,6
15683_SF3B3_HUMAN,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,77.2615,30.2776,16.5428,12.4733,30.8308,28.3131,6
8151_ILEU_HUMAN,Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1,9.4255,0.6019,3.2219,1.9623,1.3340,4.7581,6
11972_ODO2_HUMAN,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex_ mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4,13.2118,2.1997,5.7011,2.4674,5.6363,8.6119,6
10696_MTAP_HUMAN,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=1 SV=2,19.6596,0.6908,7.4893,4.7912,4.6742,5.8383,6
1572_BCAT2_HUMAN,Branched-chain-amino-acid aminotransferase_ mitochondrial OS=Homo sapiens GN=BCAT2 PE=1 SV=2,2.6711,0.3472,1.0701,2.2533,1.0778,1.0869,6
5955_FBLL1_HUMAN,rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens GN=FBLL1 PE=3 SV=1,0.4424,0.0553,2.8625,1.7040,0.1980,3.3866,6
18392_TXND5_HUMAN,Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,25.1956,2.3485,8.6688,4.2752,7.5540,10.6925,6
5174_EIF3G_HUMAN,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2,18.9528,0.9712,5.7183,2.3497,4.3146,6.5471,6
5046_ECH1_HUMAN,Delta(3_5)-Delta(2_4)-dienoyl-CoA isomerase_ mitochondrial OS=Homo sapiens GN=ECH1 PE=1 SV=2,4.6584,0.9550,0.9281,1.0289,1.9175,2.3570,6
3751_CPNS2_HUMAN,Calpain small subunit 2 OS=Homo sapiens GN=CAPNS2 PE=2 SV=2,0.6036,0.1316,0.0642,0.1454,0.1374,0.6491,6
11500_NPL4_HUMAN,Nuclear protein localization protein 4 homolog OS=Homo sapiens GN=NPLOC4 PE=1 SV=3,11.7578,2.7166,3.9943,2.0151,1.9721,5.3414,6
7702_HS905_HUMAN,Putative heat shock protein H90-alpha A5 OS=Homo sapiens GN=HSP90AA5P PE=1 SV=1,2.0981,0.5494,0.1759,0.0722,0.1628,1.2262,6
16534_SSRA_HUMAN,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,4.3946,0.5401,0.7939,2.0947,3.3007,2.9122,6
3_1433B_HUMAN,14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,18.3311,2.8925,6.3602,6.7703,9.6098,13.0335,6
5083_EF1A1_HUMAN,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1,91.8710,61.8230,31.7993,45.6224,45.7975,73.1503,6
13793_PSPC1_HUMAN,Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 PE=1 SV=1,17.7252,0.6850,7.5919,3.2308,3.0497,9.5863,6
18662_UHRF1_HUMAN,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1,5.9973,1.7760,4.9164,3.2778,4.3777,10.1672,6
9266_LASP1_HUMAN,LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2,9.6892,0.9631,3.3614,2.7920,5.3855,6.8104,6
9289_LC7L3_HUMAN,Luc7-like protein 3 OS=Homo sapiens GN=LUC7L3 PE=1 SV=2,12.8249,0.1722,1.5325,1.5384,3.1602,4.3176,6
16114_SNRPA_HUMAN,U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3,6.1663,0.6625,2.4004,0.7923,5.0335,6.7029,6
4220_CYC_HUMAN,Cytochrome c OS=Homo sapiens GN=CYCS PE=1 SV=2,3.9450,0.3867,1.5059,0.9194,1.1846,2.3213,6
385_ACSL3_HUMAN,Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3,23.8675,4.8406,2.7126,2.4821,1.9228,3.4917,6
14950_RS3A_HUMAN,40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2,34.5210,0.9937,11.7042,11.9543,18.1631,30.1344,6
885_ANXA6_HUMAN,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,60.7131,27.4822,15.8058,6.1461,11.1299,15.2761,6
16482_SRPRB_HUMAN,Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,3.2929,0.3022,0.3637,1.1619,1.8320,1.4083,6
14958_RS8_HUMAN,40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2,31.8959,12.5996,8.3169,7.3498,12.3761,16.4295,6
13703_PRS4_HUMAN,26S protease regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1,23.6039,0.8464,7.1539,3.3778,9.2703,8.9712,6
14647_RM24_HUMAN,39S ribosomal protein L24_ mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1,1.1660,1.1260,0.1922,1.4415,0.3320,0.8038,6
3758_CPSF5_HUMAN,Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens GN=NUDT21 PE=1 SV=1,11.6880,0.5572,0.6084,2.5432,6.1233,5.7558,6
16842_SYSM_HUMAN,Serine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=SARS2 PE=1 SV=1,3.7046,1.2351,0.9400,0.6911,3.3111,2.9724,6
15961_SLIRP_HUMAN,SRA stem-loop-interacting RNA-binding protein_ mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1,4.9040,2.0296,2.4238,1.2157,1.3001,1.9089,6
13217_PLIN3_HUMAN,Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3,22.3873,1.9143,7.4545,9.0068,10.6510,24.1006,6
13084_PITH1_HUMAN,PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1,1.0252,0.7809,0.3987,0.2430,0.3078,5.2624,6
13438_PPID_HUMAN,Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3,7.1545,1.1235,2.8902,2.5025,3.6863,5.6799,6
11308_NIPS1_HUMAN,Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1,8.8510,0.4425,0.9730,2.1005,0.8674,3.4632,6
7662_HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens GN=HPRT1 PE=1 SV=2,5.9528,3.5211,1.6003,0.5951,1.0777,2.2859,6
17982_TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,198.8968,16.1382,34.6660,15.5760,35.8630,50.7150,6
7124_GRDN_HUMAN,Girdin OS=Homo sapiens GN=CCDC88A PE=1 SV=2,79.8517,10.0761,13.6313,26.8816,28.2411,61.6881,6
12441_P66A_HUMAN,Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1,3.5613,0.8539,1.5653,1.5637,3.7396,2.4618,6
7722_HSP74_HUMAN,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4,61.0173,2.4844,16.4916,19.0994,28.9078,56.5779,6
16136_SNX1_HUMAN,Sorting nexin-1 OS=Homo sapiens GN=SNX1 PE=1 SV=3,6.2851,0.3858,3.0282,5.1616,1.7663,8.3282,6
13727_PSA1_HUMAN,Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1,8.9027,0.9303,4.5338,4.5408,6.6383,8.0904,6
16837_SYQ_HUMAN,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,26.4483,18.8583,7.9219,6.7439,16.9620,16.1694,6
4062_CTNB1_HUMAN,Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1,10.5439,1.0639,3.9157,4.4380,6.2084,9.8095,6
8276_IPYR_HUMAN,Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2,19.6273,0.9706,6.2512,4.5452,8.2840,6.4037,6
14569_RL12_HUMAN,60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1,22.3621,1.4790,1.9072,5.6347,3.0310,10.9331,6
18789_VATE1_HUMAN,V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1,5.1033,0.3986,1.5068,0.8368,4.8434,1.8561,6
3623_COTL1_HUMAN,Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3,5.5845,0.3497,1.2223,2.3963,7.1665,4.5975,6
13894_PUR1_HUMAN,Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1,11.2980,13.6639,4.4280,4.2378,6.5659,8.6531,6
8514_K1C10_HUMAN,Keratin_ type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6,37.6416,1.1178,12.5919,10.9674,24.6167,23.2701,6
7617_HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3,8.4693,2.9680,4.9859,1.0418,1.0114,7.7799,6
4059_CTNA1_HUMAN,Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1,45.4332,2.0559,8.0520,12.7480,12.7429,15.4728,6
3181_CKAP5_HUMAN,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,28.9424,22.6407,11.6892,17.0898,16.2889,32.5639,6
10566_MPPB_HUMAN,Mitochondrial-processing peptidase subunit beta OS=Homo sapiens GN=PMPCB PE=1 SV=2,9.8954,0.7718,2.6739,2.5683,3.7411,4.8453,6
12744_PDC6I_HUMAN,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,73.8190,11.4014,22.5630,9.6470,15.4047,23.4886,6
6185_FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,287.5082,218.1692,68.1617,56.6079,98.6914,111.9201,6
18382_TXD17_HUMAN,Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1,3.8272,0.9893,1.6355,1.0836,0.5412,2.3718,6
562_AGK_HUMAN,Acylglycerol kinase_ mitochondrial OS=Homo sapiens GN=AGK PE=1 SV=2,8.4416,0.5206,1.4425,0.7799,0.8712,2.6575,6
7959_IF4A2_HUMAN,Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2,7.8872,6.1734,4.0903,1.6658,2.0825,4.4712,6
18456_U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,147.2049,27.7786,38.5625,21.8859,41.2003,59.8977,6
10013_MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3,9.0800,0.6042,3.6342,3.6969,6.1838,8.5786,6
10556_MPP10_HUMAN,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2,6.4233,9.2613,1.6463,0.9230,1.4438,2.8840,6
11395_NOC4L_HUMAN,Nucleolar complex protein 4 homolog OS=Homo sapiens GN=NOC4L PE=1 SV=1,4.6759,6.8289,1.0581,0.8788,1.4084,2.8533,6
11378_NMT1_HUMAN,Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2,9.6997,0.7272,3.1818,5.6771,10.1403,10.5556,6
4742_DNPEP_HUMAN,Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1,3.2759,8.3212,1.3465,1.0414,1.5646,2.1254,6
7970_IF5A2_HUMAN,Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3,0.9917,9.5465,0.3936,0.2857,0.2889,0.9648,6
18251_TSR1_HUMAN,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens GN=TSR1 PE=1 SV=1,14.4477,20.8303,7.5949,6.4903,6.1594,16.0227,6
7628_HNRPL_HUMAN,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,70.6670,1.7216,13.5161,11.9912,35.0875,39.3734,6
18064_TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2,7.8974,6.6894,3.9119,8.8939,4.1063,5.7941,6
14002_RAB10_HUMAN,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1,6.6329,0.5390,2.8050,1.9354,3.4959,3.8140,6
18625_UCRIL_HUMAN,Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens GN=UQCRFS1P1 PE=5 SV=1,1.0425,0.2863,0.0691,1.2850,2.0342,3.0477,6
3596_COPG2_HUMAN,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,17.4242,1.5281,2.5782,2.1976,20.3253,4.3883,6
4217_CYBP_HUMAN,Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2,19.3069,1.0463,5.2047,2.9447,7.1979,10.4481,6
15022_RTCB_HUMAN,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1,39.6818,1.5785,12.0636,3.0213,4.5112,7.7727,6
13958_QCR7_HUMAN,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2,2.2961,0.8293,0.2260,0.3648,1.5502,1.0580,6
10118_MCM3_HUMAN,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3,34.4579,2.7669,9.9990,10.4344,9.2509,19.8496,6
17365_TFR1_HUMAN,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,33.2612,14.4430,8.1816,7.3099,7.9598,18.5791,6
3159_CK068_HUMAN,UPF0696 protein C11orf68 OS=Homo sapiens GN=C11orf68 PE=1 SV=2,1.6367,0.5280,1.3504,0.2719,0.3007,0.4988,6
13956_QCR2_HUMAN,Cytochrome b-c1 complex subunit 2_ mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3,19.1031,11.4327,4.4085,4.1464,8.1598,19.2689,6
14836_RPAB3_HUMAN,DNA-directed RNA polymerases I_ II_ and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4,2.4443,0.0816,0.6964,0.4330,2.3415,1.5297,6
13579_PRDX6_HUMAN,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,20.9780,1.6413,7.9277,5.5280,6.5142,10.8268,6
12571_PARK7_HUMAN,Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,8.9930,3.3746,4.5736,2.0589,3.2423,8.3004,6
