protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
Q9BXP5,Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1,81.5136,130.8819,302.319,441.5886,104.5884,85.2375
Q8IZ07,Ankyrin repeat domain-containing protein 13A OS=Homo sapiens GN=ANKRD13A PE=1 SV=3,12.9606,123.0258,560.1468,347.5944,265.8231,164.9754
Q9Y6D5,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3,128.6094,170.4861,964.1538,125.4258,374.5428,39.4269
P02751,Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4,1043.3121,934.0509,4087.776,2099.6535,2036.9547,1301.8665
P29692,Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5,805.8312,747.84,4153.824,1360.3299,1035.4884,929.7423
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1,56.3817,330.2313,2810.6202,651.2085,404.1369,300.6996
Q92604,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens GN=LPGAT1 PE=2 SV=1,123.4356,43.3479,183.5757,51.783,65.8779,43.9053
O75390,Citrate synthase_ mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2,287.4864,396.2076,1842.3165,795.6951,603.5265,423.4257
O75396,Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4,603.3717,478.2249,2201.2938,1053.4644,544.8591,604.812
P23219,Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1 PE=1 SV=2,304.2042,607.2981,2815.0275,1004.9238,842.6919,584.8836
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,335.5617,401.0895,1963.7061,1261.2381,713.5581,414.252
P35659,Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,104.7108,109.6356,521.0421,379.3095,191.5398,193.6746
P62701,40S ribosomal protein S4_ X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2,269.2992,816.6825,3597.06,1270.6593,1116.7545,663.342
Q9BSJ2,Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2,155.8143,117.2337,803.4084,398.8899,205.3293,164.6619
P27695,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2,152.661,200.4396,1009.44,613.2783,264.4899,255.9675
O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3,518.736,530.3616,2256.8046,802.599,723.2349,247.6596
P17858,6-phosphofructokinase_ liver type OS=Homo sapiens GN=PFKL PE=1 SV=6,468.4029,498.2907,1925.466,856.2804,589.0911,412.5936
Q08379,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,106.5774,159.0711,708.9699,335.3253,275.3346,181.2921
Q08378,Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2,85.3035,209.9139,605.145,968.832,223.7244,684.7041
Q9H7Z7,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,91.3533,134.5233,670.8579,377.7576,243.8439,186.5754
O94979,Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3,919.1049,860.5113,4411.725,1718.5749,1093.9956,855.4974
O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4,930.99,1429.4709,7906.17,2448.5619,1959.0201,1144.839
Q09028,Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3,13.5564,140.7234,433.3461,330.4512,100.3635,129.0009
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2,40.3149,170.2686,626.232,309.3459,193.5261,196.6191
O76021,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3,71.6013,108.9717,476.3838,293.3424,253.9071,102.3189
P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,426.3942,761.8923,2557.3761,1099.4148,853.14,627.9774
P28838,Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3,228.702,280.896,1713.9657,562.7718,475.0257,325.6941
Q14137,Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2,48.3489,48.4944,148.7046,115.9698,59.6055,44.7981
P46783,40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1,1041.888,1182.2922,2782.3479,2206.8039,1657.8876,1632.8883
P46782,40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4,305.8284,315.6246,1245.9492,401.9601,595.467,299.0622
P46781,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,859.1361,718.8162,3916.674,1401.2901,897.1494,1055.3115
Q9H223,EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1,141.6072,101.2578,509.586,276.0309,238.359,137.3955
Q16864,V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2,36.381,72.5262,234.4992,81.1665,38.8431,14.1312
A6NMY6,Putative annexin A2-like protein OS=Homo sapiens GN=ANXA2P2 PE=5 SV=2,17.7993,17.709,895.2711,195.0906,32.3685,23.937
Q9H4G4,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,105.6894,66.8643,147.9117,90.3075,65.6661,31.701
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,382.9248,442.5771,2423.5026,434.286,742.7244,295.4694
P11217,Glycogen phosphorylase_ muscle form OS=Homo sapiens GN=PYGM PE=1 SV=6,51.0963,368.3427,1482.3876,172.3488,226.5069,342.5511
P11216,Glycogen phosphorylase_ brain form OS=Homo sapiens GN=PYGB PE=1 SV=5,383.3391,521.6844,2296.3272,792.9159,572.1843,451.8525
Q6WCQ1,Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP PE=1 SV=3,217.539,101.946,768.7032,316.7733,191.4702,111.9468
Q13671,Ras and Rab interactor 1 OS=Homo sapiens GN=RIN1 PE=1 SV=4,128.193,107.0871,471.6585,91.0821,63.7419,82.1865
P40939,Trifunctional enzyme subunit alpha_ mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2,226.3362,668.8227,3080.538,1108.2234,812.7492,602.4258
P35579,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,1896.7137,2257.0533,8600.016,3568.47,2341.2879,2004.1623
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4,504.4281,799.9908,3494.391,1431.5397,910.0695,825.7485
P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2,595.5687,718.4751,3699.888,1492.1769,882.8883,796.7304
P31947,14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1,21.831,766.0758,3217.872,48.6297,13.1991,767.4783
Q8N1F7,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,218.895,244.7169,833.7294,369.5511,228.2148,177.4989
P31949,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,90.9702,779.7501,4099.821,1863.3246,1258.9392,405.183
P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,457.5207,505.8384,2985.5241,1198.8084,675.975,562.9695
P61604,10 kDa heat shock protein_ mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2,99.5985,445.2099,2285.5719,669.6927,529.278,341.2551
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1,162.5877,195.6681,1005.6378,251.1774,114.8442,189.7569
Q14914,Prostaglandin reductase 1 OS=Homo sapiens GN=PTGR1 PE=1 SV=2,297.0753,482.5572,2450.0937,1164.9657,663.9387,401.9127
P49585,Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=1 SV=2,326.6754,329.7165,1658.3358,732.5112,353.4057,314.8701
Q14919,Dr1-associated corepressor OS=Homo sapiens GN=DRAP1 PE=1 SV=3,55.7817,91.545,388.533,144.2247,156.1248,99.4953
Q9UJU6,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1,344.6184,160.3029,1161.4131,532.3089,264.6459,158.1501
P50416,Carnitine O-palmitoyltransferase 1_ liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2,59.2767,86.0217,651.9561,373.8714,171.9978,105.4002
Q9UHY1,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1,42.3873,267.5346,1264.1916,553.0086,130.8294,242.7522
Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1,89.3433,131.7042,3825.828,329.0925,315.7599,202.5027
Q16644,MAP kinase-activated protein kinase 3 OS=Homo sapiens GN=MAPKAPK3 PE=1 SV=1,47.5872,65.5323,322.1286,86.8299,50.8071,70.7379
P48047,ATP synthase subunit O_ mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1,655.5717,669.5964,2866.1817,1127.7468,949.8678,747.3852
Q16643,Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4,229.1304,318.7215,2321.5077,551.5812,427.1133,342.2787
Q9UNE7,E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2,224.6637,228.6204,962.4534,368.7564,253.506,230.8788
P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,386.8752,277.863,1405.0311,544.608,449.8023,200.9277
Q9Y217,Myotubularin-related protein 6 OS=Homo sapiens GN=MTMR6 PE=1 SV=3,461.4909,43.7772,461.9172,160.4976,57.1113,43.7424
P42285,Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3,131.4384,128.208,412.6395,234.1134,92.0322,145.2378
Q16881,Thioredoxin reductase 1_ cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3,926.0355,1203.4914,6760.815,1941.8133,1318.0869,930.222
O43684,Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1,198.6765,141.4428,1134.7158,272.184,260.4123,156.4731
P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2,407.7786,929.3838,4329.366,1929.987,1426.8381,844.6086
Q8WZA9,Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1,89.9403,62.1942,211.3056,136.6308,91.0383,63.1203
Q9BPX3,Condensin complex subunit 3 OS=Homo sapiens GN=NCAPG PE=1 SV=1,127.5375,185.7321,645.6543,277.3665,252.5367,150.6534
Q9H0C2,ADP/ATP translocase 4 OS=Homo sapiens GN=SLC25A31 PE=1 SV=1,334.563,38.4354,275.0865,173.6862,536.3094,72.9114
Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens GN=GOPC PE=1 SV=1,61.5774,127.4493,626.2548,252.1617,224.9889,124.4805
P62424,60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,487.878,1062.9546,4510.221,1455.5814,1083.7401,996.246
Q13740,CD166 antigen OS=Homo sapiens GN=ALCAM PE=1 SV=2,140.1942,154.2885,1404.2292,541.3884,374.9598,433.2861
P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,560.0076,767.4459,4885.524,2122.8765,1675.9449,1204.4907
Q9Y316,Protein MEMO1 OS=Homo sapiens GN=MEMO1 PE=1 SV=1,89.1135,64.5108,404.1477,147.6027,133.8948,100.2546
P21333,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,2063.1675,1775.1627,9267.933,3248.793,2525.7189,1820.3892
Q9Y5X2,Sorting nexin-8 OS=Homo sapiens GN=SNX8 PE=1 SV=1,61.902,68.5932,505.7871,213.1137,119.2473,34.8048
O95758,Polypyrimidine tract-binding protein 3 OS=Homo sapiens GN=PTBP3 PE=1 SV=2,16.3494,54.4995,141.1545,88.5483,64.9119,59.0211
P30566,Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2,70.0512,76.7754,362.7072,168.7164,130.3863,110.2848
Q86YZ3,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,393.7929,467.2542,2312.6331,550.9545,500.3223,380.0646
Q9NW15,Anoctamin-10 OS=Homo sapiens GN=ANO10 PE=1 SV=2,46.695,57.2148,385.9743,208.5345,104.397,131.4351
Q99685,Monoglyceride lipase OS=Homo sapiens GN=MGLL PE=1 SV=2,124.0866,232.8603,1246.2213,448.2477,318.1611,241.8957
P38159,RNA-binding motif protein_ X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3,205.4865,294.3453,2326.0953,995.868,602.6157,496.4001
O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2,370.7205,430.3851,2428.1496,915.7743,690.4596,563.8071
Q9Y281,Cofilin-2 OS=Homo sapiens GN=CFL2 PE=1 SV=1,71.4504,46.5717,288.6966,141.4056,93.0894,18.96
Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3,108.9774,292.0803,1432.2633,389.2452,304.41,282.7656
P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2,275.8866,322.6191,1669.6854,781.5945,424.9569,356.3685
P08865,40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4,1386.2652,799.7667,2160.1347,1696.7775,1962.3918,1157.8581
Q7Z3Z0,Keratin_ type I cytoskeletal 25 OS=Homo sapiens GN=KRT25 PE=1 SV=1,46.4262,26.7612,60.5817,49.1337,135.9999,22.7412
Q06124,Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11 PE=1 SV=2,147.3249,126.6534,1144.4985,266.7564,260.9589,141.3843
Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,28.6638,112.3152,508.0278,208.9455,44.9064,67.8888
P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3,413.5191,822.7446,4219.917,1705.8339,994.2633,868.2813
Q9NRX2,39S ribosomal protein L17_ mitochondrial OS=Homo sapiens GN=MRPL17 PE=1 SV=1,72.1632,57.2184,173.6478,120.0576,68.7528,52.1382
Q9Y2W1,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,131.3319,197.3973,601.1664,784.7847,323.3241,262.35
O95340,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 OS=Homo sapiens GN=PAPSS2 PE=1 SV=2,353.4042,448.9752,1549.3515,528.0132,387.93,400.7712
P05120,Plasminogen activator inhibitor 2 OS=Homo sapiens GN=SERPINB2 PE=1 SV=2,187.2864,588.2202,1795.0026,748.2432,647.3091,547.6059
Q8NBS9,Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,140.7219,556.8228,2547.6996,927.1941,751.3284,571.5417
O00469,Procollagen-lysine_2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens GN=PLOD2 PE=1 SV=2,84.759,219.1302,746.1735,719.982,460.8642,213.8409
P60174,Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3,343.1475,945.8673,6100.458,2151.8751,1244.709,1135.6209
O00232,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3,166.3929,260.4615,1361.4378,438.4185,349.3854,294.8838
O00461,Golgi integral membrane protein 4 OS=Homo sapiens GN=GOLIM4 PE=1 SV=1,202.902,93.1755,1209.1326,363.4107,390.6075,120.0102
Q9BRR6,ADP-dependent glucokinase OS=Homo sapiens GN=ADPGK PE=1 SV=1,63.4851,246.6567,1118.004,437.9457,267.966,274.6374
P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 PE=1 SV=2,318.1419,374.8092,2158.9314,867.1983,595.7118,409.6344
P52926,High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1,74.3043,193.9179,806.2161,82.3074,234.4869,105.4095
P28482,Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3,244.6623,311.5773,1153.0272,364.9227,264.3561,280.182
Q9Y3I0,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=C22orf28 PE=1 SV=1,64.6242,303.8535,1541.316,810.2712,525.684,332.208
P62829,60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1,305.0013,804.9861,4413.381,1722.3624,979.3977,886.9518
P62820,Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3,63.5607,591.561,2060.5746,947.7741,697.3866,499.4955
P62826,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3,167.1618,826.8447,3322.179,1349.7075,1291.9443,766.545
P18583,Protein SON OS=Homo sapiens GN=SON PE=1 SV=4,106.7391,91.4532,462.4014,151.2486,153.6978,123.8394
P29992,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2,132.2226,130.0878,404.6934,168.8823,155.0628,145.8168
P17661,Desmin OS=Homo sapiens GN=DES PE=1 SV=3,108.0573,47.4087,440.268,416.8551,137.619,171.0171
Q9BZE9,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1,193.7319,64.7706,241.6356,110.7732,81.9714,48.0153
O95299,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10_ mitochondrial OS=Homo sapiens GN=NDUFA10 PE=1 SV=1,103.8894,92.1384,720.9285,330.9279,233.0901,149.205
P43304,Glycerol-3-phosphate dehydrogenase_ mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3,29.2809,263.8854,904.7484,246.4419,298.7166,372.4113
Q9BZE4,Nucleolar GTP-binding protein 1 OS=Homo sapiens GN=GTPBP4 PE=1 SV=3,170.0766,264.0036,852.0915,483.6084,325.9671,152.2182
Q92616,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6,186.7233,238.4874,1009.8504,407.4612,577.4259,230.4963
Q99848,Probable rRNA-processing protein EBP2 OS=Homo sapiens GN=EBNA1BP2 PE=1 SV=2,46.9212,66.5622,236.7975,94.665,74.8851,51.4338
Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 PE=1 SV=3,38.7234,126.1857,683.1114,213.42,160.7583,144.2331
Q13033,Striatin-3 OS=Homo sapiens GN=STRN3 PE=1 SV=3,137.7063,121.7142,329.5188,221.4912,94.1415,74.5707
P43490,Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1,33.6072,216.0477,1108.6041,474.7368,117.2118,137.9328
O75569,Interferon-inducible double stranded RNA-dependent protein kinase activator A OS=Homo sapiens GN=PRKRA PE=1 SV=1,31.041,168.4299,1091.8509,433.9347,154.2966,102.1752
P62736,Actin_ aortic smooth muscle OS=Homo sapiens GN=ACTA2 PE=1 SV=1,141.963,1066.7466,484.0551,105.4737,535.5357,376.6077
O60701,UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH PE=1 SV=1,430.4058,429.2907,2177.6577,498.5328,963.0144,574.5852
P15531,Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=1 SV=1,1028.5932,1195.7454,6748.827,1697.8182,1829.9124,1479.1833
Q96P70,Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3,26.0169,114.3075,199.287,187.2189,171.2982,86.0373
Q14344,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,219.4725,60.2505,286.2066,264.8364,144.5964,176.142
Q99996,A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 PE=1 SV=3,334.9206,294.9165,998.634,222.7935,156.2187,413.5842
P42785,Lysosomal Pro-X carboxypeptidase OS=Homo sapiens GN=PRCP PE=1 SV=1,32.4072,179.9154,1194.6936,379.1649,256.0164,172.3137
Q9NRV9,Heme-binding protein 1 OS=Homo sapiens GN=HEBP1 PE=1 SV=1,81.1335,67.6509,207.3732,124.5675,184.8354,86.6124
P46063,ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3,110.8383,383.4144,1961.3316,895.932,453.8784,482.0823
P68400,Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1,167.4114,242.1984,1386.2727,530.352,288.0792,354.3186
Q01085,Nucleolysin TIAR OS=Homo sapiens GN=TIAL1 PE=1 SV=1,100.0296,255.4938,894.0903,623.0886,453.7761,312.1659
P68402,Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1,261.9192,347.028,1663.5123,627.1803,456.285,109.6098
P42765,3-ketoacyl-CoA thiolase_ mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2,156.2781,219.06,653.6712,407.6322,223.6614,174.816
Q9UHD9,Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2,330.3429,238.7583,274.9392,709.8054,238.6146,277.2033
Q9UHD8,Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2,179.1942,381.7182,1682.4783,493.0482,500.9094,360.1695
P22087,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2,19.6905,268.659,801.3228,311.1264,349.428,260.001
P68371,Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1,971.4171,517.6608,1469.4969,474.603,31.9398,420.6843
P53618,Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3,471.6072,843.0555,3367.704,1405.7214,1071.3186,774.5781
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4,105.1446,233.0928,1529.2467,533.088,357.9798,403.4322
P18124,60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1,967.5105,1097.7021,5407.497,1866.6918,1310.1642,1585.1262
P08195,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3,253.0611,418.4721,2123.9082,760.5531,624.1104,861.6996
Q9UI15,Transgelin-3 OS=Homo sapiens GN=TAGLN3 PE=1 SV=2,42.4971,18.5127,86.5737,99.633,73.1226,16.5003
Q9UI10,Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=2,93.1773,91.6677,362.7348,281.9934,160.9755,93.5142
P24666,Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3,75.2397,89.8188,478.7466,218.3886,131.4528,147.2343
Q8TEX9,Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2,77.7021,184.0236,1071.723,491.4255,398.8017,262.6107
Q14651,Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2,21.576,24.0102,42.7977,47.5653,44.5191,36.1032
Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5,256.9404,373.0605,1636.7595,954.285,479.5044,402.8355
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1,243.2226,225.8367,1039.2216,352.7898,302.6505,276.1812
P49327,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,844.7403,977.3688,4358.709,1846.9161,1267.0362,984.1347
P49321,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2,76.1376,131.9265,443.2368,253.6584,212.0946,124.7703
Q9UGV2,Protein NDRG3 OS=Homo sapiens GN=NDRG3 PE=1 SV=2,44.5872,70.0839,393.9639,132.0132,80.4354,53.55
Q14166,Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2,52.5318,70.5798,460.23,237.6333,93.6045,75.9135
O75340,Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1,188.4453,203.0592,317.4771,356.5407,180.3804,47.6397
P14618,Pyruvate kinase isozymes M1/M2 OS=Homo sapiens GN=PKM PE=1 SV=4,2072.8326,2503.8246,10222.17,3334.161,2485.1298,2173.1988
P25685,DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4,43.854,60.8169,144.2835,133.3605,67.0554,32.5158
P63010,AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1 PE=1 SV=1,249.9717,384.8718,2093.2749,828.8148,543.5553,394.4838
P42166,Lamina-associated polypeptide 2_ isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2,28.227,233.1336,678.0873,367.7871,236.7267,220.8654
Q14019,Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3,232.1418,641.5692,2920.1247,1168.2099,953.4723,610.6914
P20839,Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens GN=IMPDH1 PE=1 SV=2,15.2355,41.6574,149.3592,163.0089,38.6283,44.277
Q15746,Myosin light chain kinase_ smooth muscle OS=Homo sapiens GN=MYLK PE=1 SV=4,771,362.874,2311.1628,275.5527,517.8459,289.8111
P40925,Malate dehydrogenase_ cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4,163.1079,269.7585,2123.7975,614.0157,371.5671,393.6303
P40926,Malate dehydrogenase_ mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3,310.7448,762.8832,3351.015,1540.2108,996.147,604.4796
Q13363,C-terminal-binding protein 1 OS=Homo sapiens GN=CTBP1 PE=1 SV=2,37.0425,117.8862,582.3294,284.9925,258.6432,370.1325
P67812,Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=1 SV=1,116.3985,266.7723,1487.9952,537.0804,365.3997,448.8762
Q99536,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2,122.2767,416.1432,940.6245,392.7912,450.09,311.8866
Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1,2.112,1599.3348,8094.834,2442.6858,2403.3765,2536.1913
Q9UNZ2,NSFL1 cofactor p47 OS=Homo sapiens GN=NSFL1C PE=1 SV=2,147.3291,306.6576,1520.151,956.9502,410.8746,364.7058
P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3,143.7588,229.6731,1275.5979,651.9864,403.1763,266.2272
Q01433,AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=1 SV=2,75.8127,65.7831,599.433,186.7956,167.8947,90.1035
Q96PK6,RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2,389.4723,467.0649,2091.2361,785.0556,381.2439,423.1047
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,301.9107,252.6084,1088.37,534.2781,329.0925,209.2968
Q9Y2J2,Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2,132.8793,88.8156,553.3128,293.1666,77.046,134.7801
