protein.Accession,protein.Description,protein.fmolOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.ngramOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.fmolOnColumn -> 2+None+1+to+12_IA_final_protein,protein.ngramOnColumn -> 2+None+1+to+12_IA_final_protein,protein.fmolOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.ngramOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3TGFB_001_IA_final_protein,Present_NumFiles
O15523,ATP-dependent RNA helicase DDX3Y OS=Homo sapiens GN=DDX3Y PE=1 SV=2,3.7977,0.2795,28.8949,2.127,5.2744,0.3882,18.9307,1.3935,183.4893,13.5066,34.4924,2.539,6
Q16181,Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2,399.5797,20.3647,173.2034,8.8273,43.9768,2.2413,229.3881,11.6908,1011.879,51.5706,151.2698,7.7095,6
Q6ZTN6,Ankyrin repeat domain-containing protein 13D OS=Homo sapiens GN=ANKRD13D PE=1 SV=2,9.2224,0.5419,6.8615,0.4032,14.5105,0.8527,7.1769,0.4217,64.6198,3.7971,3.5798,0.2104,6
Q96B97,SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2,45.8131,3.358,34.9772,2.5637,29.6071,2.1701,53.145,3.8954,190.5093,13.9638,41.8615,3.0683,6
Q96M27,Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1,211.4702,9.888,91.1509,4.2621,61.4336,2.8725,118.0965,5.522,516.91,24.1699,137.0084,6.4063,6
Q9H0B6,Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1,47.7583,3.3113,21.3265,1.4786,32.6856,2.2662,26.122,1.8111,138.422,9.5973,20.4182,1.4157,6
Q9BYN0,Sulfiredoxin-1 OS=Homo sapiens GN=SRXN1 PE=1 SV=2,38.9507,0.5576,16.9629,0.2428,38.5943,0.5525,55.6394,0.7965,105.065,1.5041,34.4771,0.4936,6
Q13733,Sodium/potassium-transporting ATPase subunit alpha-4 OS=Homo sapiens GN=ATP1A4 PE=1 SV=3,59.6395,6.8701,5.7839,0.6663,3.6463,0.42,57.724,6.6494,31.6716,3.6484,3.4498,0.3974,6
P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1,324.6905,14.0298,163.1073,7.0478,143.1589,6.1859,273.7548,11.8289,852.2805,36.8269,159.7681,6.9036,6
P48556,26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=2,113.4056,4.5246,44.7077,1.7837,63.0284,2.5146,140.4005,5.6016,307.6313,12.2736,53.5099,2.1349,6
O15067,Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4,178.6568,26.1533,54.9298,8.0411,53.7357,7.8663,92.2603,13.5058,362.9145,53.1265,51.6849,7.5661,6
P60891,Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2,82.8739,2.9294,90.1309,3.1859,94.606,3.3441,71.1144,2.5137,311.6125,11.0147,56.6708,2.0032,6
P07099,Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1,145.6678,7.7462,66.3463,3.5281,99.3229,5.2817,105.2219,5.5954,409.6244,21.7826,81.0524,4.3101,6
Q9NZM1,Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1,251.1691,59.3384,165.6972,39.1458,194.5314,45.9578,212.1648,50.1237,683.2714,161.422,150.3743,35.5257,6
Q7Z3E5,LisH domain-containing protein ARMC9 OS=Homo sapiens GN=ARMC9 PE=2 SV=2,42.8769,3.9662,29.6265,2.7405,42.1551,3.8995,33.4598,3.0951,93.7794,8.6749,40.3877,3.736,6
A6NNZ2,Tubulin beta-8 chain-like protein LOC260334 OS=Homo sapiens PE=1 SV=1,10.2914,0.5166,5.1115,0.2566,4.8588,0.2439,3.7317,0.1873,16.8979,0.8483,7.0825,0.3555,6
O75962,Triple functional domain protein OS=Homo sapiens GN=TRIO PE=1 SV=2,145.1443,50.7976,106.4549,37.2571,47.9253,16.7729,129.5336,45.3342,464.8277,162.6805,69.8232,24.4367,6
P69905,Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2,387.2328,5.9303,146.6591,2.246,18.4917,0.2832,81.604,1.2497,785.057,12.0228,102.8042,1.5744,6
P30519,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2,246.9057,8.939,71.9118,2.6035,63.6818,2.3055,71.9678,2.6055,469.527,16.9988,61.7357,2.2351,6
Q12788,Transducin beta-like protein 3 OS=Homo sapiens GN=TBL3 PE=1 SV=2,112.0686,10.1314,41.249,3.729,40.4747,3.6591,60.5728,5.476,221.3757,20.0131,44.4721,4.0204,6
Q7Z4H8,KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2,93.0919,5.4898,59.6245,3.5162,39.3962,2.3233,85.6222,5.0493,228.7504,13.4898,52.5534,3.0992,6
Q9UNF1,Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2,43.6241,2.841,12.3101,0.8017,13.2426,0.8624,41.1111,2.6774,92.862,6.0477,25.9177,1.6879,6
Q7Z4H3,HD domain-containing protein 2 OS=Homo sapiens GN=HDDC2 PE=1 SV=1,115.44,2.72,32.2511,0.7599,23.9504,0.5643,27.8029,0.6551,156.1661,3.6795,14.5286,0.3423,6
O75746,Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2,67.9224,5.1051,24.8559,1.8682,42.749,3.2131,74.8714,5.6274,106.4775,8.003,28.2894,2.1263,6
P42766,60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2,191.3628,2.7846,109.2876,1.5903,95.722,1.3929,245.4474,3.5716,299.9831,4.3652,201.0981,2.9263,6
Q8TAA3,Proteasome subunit alpha type-7-like OS=Homo sapiens GN=PSMA8 PE=1 SV=3,32.3473,0.9284,12.5236,0.3594,63.1855,1.8135,2.7834,0.0799,177.9786,5.1081,7.2055,0.2068,6
O15061,Synemin OS=Homo sapiens GN=SYNM PE=1 SV=2,53.1338,9.198,84.1075,14.5598,46.5163,8.0524,17.1478,2.9684,73.0061,12.6381,26.5287,4.5924,6
P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,730.2827,65.73,588.606,52.9782,252.9764,22.7695,917.812,82.6089,2558.347,230.2674,500.0403,45.0068,6
P17066,Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2,25.541,1.8258,24.6159,1.7597,129.8752,9.2841,27.6368,1.9756,30.8679,2.2066,43.5121,3.1104,6
Q01813,6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=1 SV=2,333.8553,28.8814,263.0798,22.7587,143.6207,12.4244,248.9846,21.5393,1214.809,105.0916,142.92,12.3638,6
P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,66.778,24.2131,36.8305,13.3544,45.2676,16.4136,49.0353,17.7798,67.9552,24.6399,46.0844,16.7098,6
P56545,C-terminal-binding protein 2 OS=Homo sapiens GN=CTBP2 PE=1 SV=1,29.7602,1.4719,40.6802,2.012,49.6208,2.4542,66.1765,3.273,177.0646,8.7573,43.7161,2.1621,6
Q8TDI0,Chromodomain-helicase-DNA-binding protein 5 OS=Homo sapiens GN=CHD5 PE=1 SV=1,74.7117,16.7837,12.0594,2.7091,13.015,2.9238,21.6943,4.8735,260.7149,58.5687,50.1723,11.271,6
P51116,Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens GN=FXR2 PE=1 SV=2,115.3323,8.5998,47.2607,3.524,215.731,16.0861,87.0651,6.4921,318.4836,23.7479,41.6644,3.1067,6
P51114,Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,128.405,8.9964,79.5622,5.5744,111.4721,7.8101,109.1196,7.6453,205.0297,14.365,66.2588,4.6423,6
Q00341,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2,247.8234,35.2115,124.9414,17.7521,281.8009,40.0392,163.8476,23.28,639.0847,90.8032,133.7097,18.9979,6
Q00610,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,876.6547,169.5299,646.8035,125.0807,376.5938,72.8268,792.2545,153.2084,2341.744,452.853,564.9998,109.2612,6
P78357,Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1,18.5359,2.9346,23.9904,3.7982,14.6407,2.3179,17.4351,2.7603,135.7209,21.4873,13.0095,2.0597,6
O95336,6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2,90.0064,2.5051,30.5569,0.8505,67.2445,1.8715,93.1067,2.5913,245.8263,6.8418,67.7933,1.8868,6
Q9UQ16,Dynamin-3 OS=Homo sapiens GN=DNM3 PE=1 SV=4,38.3265,3.7616,25.4501,2.4978,38.4609,3.7748,56.598,5.5548,180.4302,17.7084,60.856,5.9727,6
O60812,Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens GN=HNRNPCL1 PE=1 SV=1,1.1252,0.0362,0.6017,0.0194,22.2918,0.7178,21.1853,0.6822,13.8368,0.4455,13.6759,0.4404,6
P09493,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2,299.493,9.8131,19.7889,0.6484,11.308,0.3705,2.8517,0.0934,81.2574,2.6625,124.0147,4.0634,6
Q96T76,MMS19 nucleotide excision repair protein homolog OS=Homo sapiens GN=MMS19 PE=1 SV=2,77.9593,8.9654,30.4381,3.5004,34.644,3.9841,41.0576,4.7217,178.5398,20.5322,50.5874,5.8176,6
P31483,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=3,76.5753,3.3161,40.5935,1.7579,21.8956,0.9482,64.9037,2.8107,198.2327,8.5845,4.4969,0.1947,6
Q32MZ4,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 PE=1 SV=2,145.9048,13.114,81.1637,7.295,35.8861,3.2255,107.4328,9.6561,288.2048,25.904,67.5104,6.0679,6
Q9Y617,Phosphoserine aminotransferase OS=Homo sapiens GN=PSAT1 PE=1 SV=2,147.2106,6.0094,62.4541,2.5495,9.9454,0.406,231.3698,9.445,226.373,9.241,66.0961,2.6982,6
Q08170,Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2,5.1301,0.2914,11.9865,0.6807,10.5507,0.5992,1.9383,0.1101,60.2537,3.422,3.3401,0.1897,6
P07339,Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1,549.8173,24.7778,439.0676,19.7868,227.4742,10.2513,549.1643,24.7484,1754.275,79.0574,429.7329,19.3662,6
P18669,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2,463.0661,13.391,352.4272,10.1915,237.7018,6.8739,347.2047,10.0405,1538.813,44.4994,329.5696,9.5305,6
P20340,Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3,84.3144,1.9988,22.99,0.545,13.3551,0.3166,13.7517,0.326,120.2185,2.85,18.7807,0.4452,6
Q7L5N1,COP9 signalosome complex subunit 6 OS=Homo sapiens GN=COPS6 PE=1 SV=1,162.491,5.9319,131.2057,4.7898,27.8322,1.016,106.3617,3.8828,385.4535,14.0713,75.748,2.7652,6
P16989,DNA-binding protein A OS=Homo sapiens GN=CSDA PE=1 SV=4,175.1627,7.0223,67.5738,2.709,37.494,1.5031,132.5079,5.3122,356.7634,14.3026,71.6155,2.8711,6
O00505,Importin subunit alpha-3 OS=Homo sapiens GN=KPNA3 PE=1 SV=2,57.7942,3.3708,47.8497,2.7908,15.3669,0.8963,74.6369,4.3531,125.1875,7.3015,35.2494,2.0559,6
Q9UKM9,RNA-binding protein Raly OS=Homo sapiens GN=RALY PE=1 SV=1,271.955,8.844,155.0985,5.0438,44.4459,1.4454,217.3649,7.0688,659.1742,21.4365,95.4564,3.1043,6
Q9UKM7,Endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2,38.6068,3.0833,44.2108,3.5309,114.3915,9.1359,26.1008,2.0845,189.787,15.1574,51.1231,4.0829,6
Q9Y4P3,Transducin beta-like protein 2 OS=Homo sapiens GN=TBL2 PE=1 SV=1,148.3305,7.4796,28.3004,1.4271,42.9277,2.1646,136.4586,6.881,369.2488,18.6195,110.6516,5.5796,6
Q9BXP5,Serrate RNA effector molecule homolog OS=Homo sapiens GN=SRRT PE=1 SV=1,147.1962,14.8849,43.6273,4.4117,27.1712,2.7476,34.8628,3.5254,100.773,10.1904,28.4125,2.8732,6
Q8IZ07,Ankyrin repeat domain-containing protein 13A OS=Homo sapiens GN=ANKRD13A PE=1 SV=3,115.8648,7.8809,41.0086,2.7893,4.3202,0.2939,88.6077,6.027,186.7156,12.7001,54.9918,3.7405,6
Q9Y6D5,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens GN=ARFGEF2 PE=1 SV=3,41.8086,8.5519,56.8287,11.6242,42.8698,8.7689,124.8476,25.5373,321.3846,65.7385,13.1423,2.6882,6
P02751,Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4,699.8845,186.3215,311.3503,82.8869,347.7707,92.5827,678.9849,180.7577,1362.592,362.7458,433.9555,115.5266,6
P29692,Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5,453.4433,14.1637,249.28,7.7865,268.6104,8.3903,345.1628,10.7815,1384.608,43.2495,309.9141,9.6805,6
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1,217.0695,22.3311,110.0771,11.3242,18.7939,1.9334,134.7123,13.8586,936.8734,96.3812,100.2332,10.3115,6
Q92604,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens GN=LPGAT1 PE=2 SV=1,17.261,0.7477,14.4493,0.6259,41.1452,1.7823,21.9593,0.9512,61.1919,2.6507,14.6351,0.634,6
O75390,Citrate synthase_ mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2,265.2317,13.7763,132.0692,6.8598,95.8288,4.9774,201.1755,10.4492,614.1055,31.897,141.1419,7.331,6
O75396,Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4,351.1548,8.7162,159.4083,3.9568,201.1239,4.9922,181.6197,4.5081,733.7646,18.2131,201.604,5.0041,6
P23219,Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1 PE=1 SV=2,334.9746,23.2566,202.4327,14.0545,101.4014,7.0401,280.8973,19.5021,938.3425,65.1471,194.9612,13.5357,6
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,420.4127,51.8663,133.6965,16.4941,111.8539,13.7994,237.8527,29.3439,654.5687,80.754,138.084,17.0354,6
P35659,Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,126.4365,5.4316,36.5452,1.57,34.9036,1.4994,63.8466,2.7428,173.6807,7.4612,64.5582,2.7734,6
P62701,40S ribosomal protein S4_ X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2,423.5531,12.6328,272.2275,8.1194,89.7664,2.6774,372.2515,11.1027,1199.02,35.7618,221.114,6.5949,6
Q9BSJ2,Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2,132.9633,13.7167,39.0779,4.0313,51.9381,5.358,68.4431,7.0607,267.8028,27.6269,54.8873,5.6623,6
P27695,DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2,204.4261,7.3499,66.8132,2.4022,50.887,1.8296,88.1633,3.1698,336.48,12.0977,85.3225,3.0677,6
O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3,267.533,12.7302,176.7872,8.4122,172.912,8.2278,241.0783,11.4713,752.2682,35.7956,82.5532,3.9282,6
P17858,6-phosphofructokinase_ liver type OS=Homo sapiens GN=PFKL PE=1 SV=6,285.4268,24.4945,166.0969,14.2539,156.1343,13.399,196.3637,16.8513,641.822,55.0792,137.5312,11.8025,6
Q08379,Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3,111.7751,12.7104,53.0237,6.0295,35.5258,4.0398,91.7782,10.4364,236.3233,26.8732,60.4307,6.8718,6
Q08378,Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2,322.944,54.212,69.9713,11.746,28.4345,4.7733,74.5748,12.5187,201.715,33.8615,228.2347,38.3133,6
Q9H7Z7,Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1,125.9192,5.303,44.8411,1.8885,30.4511,1.2824,81.2813,3.4231,223.6193,9.4176,62.1918,2.6192,6
O94979,Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3,572.8583,76.7541,286.8371,38.4317,306.3683,41.0486,364.6652,48.8594,1470.575,197.0341,285.1658,38.2078,6
O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4,816.1873,54.5849,476.4903,31.8667,310.33,20.7542,653.0067,43.6717,2635.39,176.2494,381.613,25.5215,6
Q09028,Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3,110.1504,5.2807,46.9078,2.2488,4.5188,0.2166,33.4545,1.6038,144.4487,6.925,43.0003,2.0615,6
O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2,103.1153,10.814,56.7562,5.9522,13.4383,1.4093,64.5087,6.7652,208.744,21.8916,65.5397,6.8733,6
O76021,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3,97.7808,5.3976,36.3239,2.0051,23.8671,1.3175,84.6357,4.6719,158.7946,8.7656,34.1063,1.8827,6
P54886,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,366.4716,32.2655,253.9641,22.36,142.1314,12.5138,284.38,25.0379,852.4587,75.0537,209.3258,18.4298,6
P28838,Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3,187.5906,10.6112,93.632,5.2964,76.234,4.3122,158.3419,8.9567,571.3219,32.3172,108.5647,6.141,6
Q14137,Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2,38.6566,3.2593,16.1648,1.3629,16.1163,1.3588,19.8685,1.6752,49.5682,4.1793,14.9327,1.259,6
P46783,40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1,735.6013,13.9013,394.0974,7.4476,347.296,6.5631,552.6292,10.4435,927.4493,17.5268,544.2961,10.286,6
P46782,40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4,133.9867,3.0881,105.2082,2.4248,101.9428,2.3495,198.489,4.5747,415.3164,9.572,99.6874,2.2975,6
P46781,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,467.0967,10.579,239.6054,5.4267,286.3787,6.486,299.0498,6.773,1305.558,29.5689,351.7705,7.9671,6
Q9H223,EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1,92.0103,5.6497,33.7526,2.0725,47.2024,2.8984,79.453,4.8787,169.862,10.4301,45.7985,2.8122,6
Q16864,V-type proton ATPase subunit F OS=Homo sapiens GN=ATP6V1F PE=1 SV=2,27.0555,0.3617,24.1754,0.3232,12.127,0.1621,12.9477,0.1731,78.1664,1.0451,4.7104,0.063,6
A6NMY6,Putative annexin A2-like protein OS=Homo sapiens GN=ANXA2P2 PE=5 SV=2,65.0302,2.5251,5.903,0.2292,5.9331,0.2304,10.7895,0.419,298.4237,11.5878,7.979,0.3098,6
Q9H4G4,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3,30.1025,0.5217,22.2881,0.3863,35.2298,0.6106,21.8887,0.3794,49.3039,0.8546,10.567,0.1832,6
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,144.762,70.3292,147.5257,71.6719,127.6416,62.0117,247.5748,120.2784,807.8342,392.4672,98.4898,47.8489,6
P11217,Glycogen phosphorylase_ muscle form OS=Homo sapiens GN=PYGM PE=1 SV=6,57.4496,5.6041,122.7809,11.9771,17.0321,1.6615,75.5023,7.3651,494.1292,48.2015,114.1837,11.1384,6
P11216,Glycogen phosphorylase_ brain form OS=Homo sapiens GN=PYGB PE=1 SV=5,264.3053,25.7382,173.8948,16.934,127.7797,12.4432,190.7281,18.5732,765.4424,74.5391,150.6175,14.6672,6
Q6WCQ1,Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP PE=1 SV=3,105.5911,12.3892,33.982,3.9872,72.513,8.5081,63.8234,7.4885,256.2344,30.0644,37.3156,4.3783,6
Q13671,Ras and Rab interactor 1 OS=Homo sapiens GN=RIN1 PE=1 SV=4,30.3607,2.5793,35.6957,3.0325,42.731,3.6302,21.2473,1.805,157.2195,13.3565,27.3955,2.3274,6
P40939,Trifunctional enzyme subunit alpha_ mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2,369.4078,30.9346,222.9409,18.6693,75.4454,6.3179,270.9164,22.6869,1026.846,85.9893,200.8086,16.8159,6
P35579,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,1189.49,270.9507,752.3511,171.376,632.2379,144.0157,780.4293,177.7718,2866.672,652.9912,668.0541,152.1742,6
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4,477.1799,23.6274,266.6636,13.2038,168.1427,8.3255,303.3565,15.0206,1164.797,57.6746,275.2495,13.6289,6
P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2,497.3923,18.3954,239.4917,8.8573,198.5229,7.3421,294.2961,10.8841,1233.296,45.6118,265.5768,9.822,6
P31947,14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1,16.2099,0.4521,255.3586,7.1215,7.277,0.2029,4.3997,0.1227,1072.624,29.9135,255.8261,7.1345,6
Q8N1F7,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,123.1837,11.5795,81.5723,7.6679,72.965,6.8588,76.0716,7.1509,277.9098,26.124,59.1663,5.5617,6
P31949,Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2,621.1082,7.3629,259.9167,3.0812,30.3234,0.3595,419.6464,4.9747,1366.607,16.2005,135.061,1.6011,6
P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,399.6028,25.2815,168.6128,10.6676,152.5069,9.6486,225.325,14.2556,995.1747,62.9614,187.6565,11.8724,6
P61604,10 kDa heat shock protein_ mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2,223.2309,2.4403,148.4033,1.6223,33.1995,0.3629,176.426,1.9286,761.8573,8.3284,113.7517,1.2435,6
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1,83.7258,4.3709,65.2227,3.405,54.1959,2.8293,38.2814,1.9985,335.2126,17.4999,63.2523,3.3021,6
Q14914,Prostaglandin reductase 1 OS=Homo sapiens GN=PTGR1 PE=1 SV=2,388.3219,14.0177,160.8524,5.8065,99.0251,3.5746,221.3129,7.989,816.6979,29.4812,133.9709,4.8361,6
P49585,Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=1 SV=2,244.1704,10.273,109.9055,4.6241,108.8918,4.5814,117.8019,4.9563,552.7786,23.2572,104.9567,4.4159,6
Q14919,Dr1-associated corepressor OS=Homo sapiens GN=DRAP1 PE=1 SV=3,48.0749,1.08,30.515,0.6855,18.5939,0.4177,52.0416,1.1691,129.511,2.9093,33.1651,0.745,6
Q9UJU6,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1,177.4363,8.6043,53.4343,2.5912,114.8728,5.5705,88.2153,4.2778,387.1377,18.7733,52.7167,2.5564,6
P50416,Carnitine O-palmitoyltransferase 1_ liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2,124.6238,11.098,28.6739,2.5535,19.7589,1.7596,57.3326,5.1056,217.3187,19.3527,35.1334,3.1287,6
Q9UHY1,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1,184.3362,11.1367,89.1782,5.3877,14.1291,0.8536,43.6098,2.6347,421.3972,25.4587,80.9174,4.8886,6
Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1,109.6975,13.2168,43.9014,5.2894,29.7811,3.5882,105.2533,12.6814,1275.276,153.6507,67.5009,8.1328,6
Q16644,MAP kinase-activated protein kinase 3 OS=Homo sapiens GN=MAPKAPK3 PE=1 SV=1,28.9433,1.259,21.8441,0.9502,15.8624,0.69,16.9357,0.7367,107.3762,4.6709,23.5793,1.0257,6
P48047,ATP synthase subunit O_ mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1,375.9156,8.7932,223.1988,5.2209,218.5239,5.1116,316.6226,7.4063,955.3939,22.348,249.1284,5.8275,6
Q16643,Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4,183.8604,13.2169,106.2405,7.6372,76.3768,5.4904,142.3711,10.2344,773.8359,55.6277,114.0929,8.2016,6
Q9UNE7,E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2,122.9188,4.3406,76.2068,2.6911,74.8879,2.6445,84.502,2.984,320.8178,11.3289,76.9596,2.7176,6
P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,181.536,12.4721,92.621,6.3634,128.9584,8.8599,149.9341,10.301,468.3437,32.1768,66.9759,4.6015,6
Q9Y217,Myotubularin-related protein 6 OS=Homo sapiens GN=MTMR6 PE=1 SV=3,53.4992,3.896,14.5924,1.0627,153.8303,11.2025,19.0371,1.3863,153.9724,11.2128,14.5808,1.0618,6
P42285,Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3,78.0378,9.2733,42.736,5.0784,43.8128,5.2063,30.6774,3.6454,137.5465,16.3449,48.4126,5.7529,6
Q16881,Thioredoxin reductase 1_ cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3,647.2711,46.4259,401.1638,28.7737,308.6785,22.1401,439.3623,31.5135,2253.605,161.6412,310.074,22.2402,6
O43684,Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1,90.728,3.4124,47.1476,1.7733,66.2255,2.4908,86.8041,3.2648,378.2386,14.226,52.1577,1.9617,6
